MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,PropertyAge,BasementBathrooms,BathroomAbvGr,OverallCondition,OverallExterior,TotalBsmtSqFt,TotalGrLivAreaSF,GarageQual+Cond
SC160,RM,21.0,1680.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6.0,5.0,1972.0,1972.0,Gable,CompShg,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1980.0,Unf,1.0,288.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,94500.0,95.74468085106383,53.0,0.0,2.0,NormNorm,HdBoardHdBoard,483.0,987.0,TATA
SC20,RL,75.0,10650.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5.0,6.0,1976.0,1976.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,308.0,Y,365.0,0.0,No,Feb,2010.0,WD,Normal,128200.0,143.40044742729307,49.0,1.0,1.0,NormNorm,HdBoardHdBoard,182.0,894.0,TATA
SC60,RL,0.0,7851.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,2002.0,2002.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,2.0,TA,BuiltIn,1980.0,Fin,2.0,440.0,Y,288.0,48.0,No,May,2010.0,WD,Normal,216500.0,110.45918367346938,23.0,1.0,3.0,NormNorm,VinylSdVinylSd,860.0,1960.0,TATA
SC160,RM,21.0,1680.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,TwnhsE,2Story,6.0,5.0,1971.0,1971.0,Gable,CompShg,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,264.0,Y,0.0,0.0,No,Aug,2008.0,WD,Normal,89500.0,90.67882472137791,54.0,0.0,2.0,NormNorm,HdBoardHdBoard,483.0,987.0,TATA
SC20,RL,65.0,8773.0,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,494.0,Y,132.0,25.0,No,May,2010.0,WD,Normal,185500.0,131.1881188118812,21.0,0.0,2.0,NormNorm,VinylSdVinylSd,1414.0,1414.0,TATA
SC60,RL,0.0,9453.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,1Fam,2Story,7.0,7.0,1993.0,2003.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,457.0,Y,370.0,70.0,No,Feb,2010.0,WD,Normal,194500.0,111.52522935779817,32.0,0.0,3.0,RRNeNorm,HdBoardHdBoard,996.0,1744.0,TATA
SC20,RL,93.0,12030.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8.0,5.0,2007.0,2007.0,Hip,CompShg,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,Fin,3.0,818.0,Y,168.0,25.0,No,Dec,2007.0,New,Partial,163000.0,96.2219598583235,18.0,0.0,2.0,NormNorm,VinylSdVinylSd,477.5,1694.0,TATA
SC50,RL,52.0,8741.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,6.0,4.0,1945.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1980.0,Unf,1.0,220.0,Y,0.0,25.0,No,Apr,2010.0,WD,Normal,113000.0,75.99193006052455,80.0,0.0,2.0,NormNorm,VinylSdVinylSd,735.0,1487.0,TATA
SC20,FV,75.0,9000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,2008.0,2008.0,Gable,CompShg,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,750.0,Y,144.0,25.0,No,Apr,2010.0,WD,Normal,163000.0,104.08684546615581,17.0,1.0,2.0,NormNorm,VinylSdVinylSd,1566.0,1566.0,TATA
SC30,RM,40.0,3880.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,5.0,1945.0,1997.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,Gd,4.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,58.0,42.0,No,Aug,2007.0,WD,Normal,110500.0,127.59815242494226,80.0,0.0,1.0,NormNorm,VinylSdVinylSd,686.0,866.0,NoNo
SC50,RM,63.0,5000.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,5.0,4.0,1900.0,1950.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,352.0,Y,0.0,0.0,No,Apr,2006.0,WD,Normal,79000.0,54.861111111111114,125.0,0.0,1.0,NormNorm,Wd SdngWd Sdng,540.0,1440.0,FaTA
SC160,RL,75.0,10762.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,TwnhsE,2Story,6.0,6.0,1980.0,1980.0,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,RFn,1.0,288.0,Y,0.0,28.0,No,Apr,2009.0,WD,Normal,120000.0,98.60312243221036,45.0,0.0,2.0,NormNorm,PlywoodPlywood,626.0,1217.0,TATA
SC60,RL,0.0,8880.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7.0,5.0,1994.0,2002.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,2.0,Fa,Attchd,1980.0,RFn,2.0,463.0,Y,0.0,25.0,No,May,2010.0,WD,Normal,205000.0,97.1563981042654,31.0,1.0,3.0,NormNorm,VinylSdVinylSd,948.0,2110.0,TATA
SC20,RL,80.0,10400.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,7.0,5.0,1988.0,1988.0,Gable,CompShg,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,604.0,Y,197.0,39.0,No,Jun,2006.0,WD,Normal,241500.0,129.00641025641025,37.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,1845.0,1872.0,TATA
SC190,RM,69.0,9142.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,2fmCon,2Story,6.0,5.0,1910.0,1950.0,Gable,CompShg,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,4.0,1.0,Fa,9.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,440.0,Y,0.0,60.0,No,Apr,2006.0,WD,Normal,137000.0,71.05809128630706,115.0,0.0,2.0,NormNorm,AsbShngAsbShng,1020.0,1928.0,PoPo
SC20,RL,75.0,11310.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,5.0,1954.0,1954.0,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,451.0,Y,0.0,30.0,No,Jun,2006.0,WD,Normal,140000.0,101.81818181818181,71.0,0.0,1.0,NormNorm,Wd SdngBrkFace,1367.0,1375.0,TATA
SC60,RL,72.0,11317.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,500.0,Y,144.0,68.0,No,Sep,2007.0,WD,Normal,180000.0,107.9136690647482,22.0,0.0,3.0,NormNorm,VinylSdVinylSd,840.0,1668.0,TATA
SC50,RL,0.0,9478.5,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,1Fam,1.5Fin,6.0,7.0,1958.0,2006.0,Gable,CompShg,BrkCmn,0.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,GasA,Gd,Y,SBrkr,4.0,1.0,Gd,7.0,Typ,2.0,TA,Attchd,1980.0,Fin,2.0,389.0,Y,0.0,25.0,Shed,Jun,2007.0,WD,Normal,163000.0,76.02611940298507,67.0,0.0,2.0,NormNorm,Wd SdngHdBoard,1444.0,2144.0,TATA
SC30,RL,55.0,5350.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,3.0,5.0,1940.0,1966.0,Gable,CompShg,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Fa,6.0,Mod,0.0,No,No,1980.0,No,0.0,0.0,Y,263.0,0.0,Shed,May,2010.0,WD,Normal,76500.0,58.575803981623274,85.0,0.0,1.0,NormNorm,Wd SdngPlywood,728.0,1306.0,NoNo
SC120,RM,44.0,4750.0,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,TwnhsE,1Story,8.0,5.0,2006.0,2007.0,Hip,CompShg,Stone,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,538.0,Y,123.0,0.0,No,Dec,2007.0,WD,Family,235000.0,144.6153846153846,19.0,1.0,2.0,NormNorm,VinylSdVinylSd,1573.0,1625.0,TATA
SC60,RL,65.0,8366.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,520.0,Y,138.0,45.0,No,Dec,2008.0,WD,Normal,173000.0,105.48780487804878,21.0,0.0,3.0,NormNorm,VinylSdVinylSd,798.0,1640.0,TATA
SC80,RL,85.0,9350.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,SLvl,6.0,7.0,1964.0,1991.0,Hip,CompShg,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Min1,0.0,No,Attchd,1980.0,RFn,1.0,309.0,Y,333.0,0.0,No,Oct,2007.0,CWD,Normal,158000.0,121.35176651305683,61.0,0.0,2.0,NormNorm,HdBoardHdBoard,722.0,1302.0,TATA
SC20,RL,70.0,8400.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,6.0,1957.0,1957.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,294.0,Y,250.0,0.0,No,Jun,2010.0,WD,Normal,145000.0,110.35007610350075,68.0,1.0,1.0,NormNorm,MetalSdMetalSd,1314.0,1314.0,TATA
SC60,RL,66.0,8738.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,429.0,Y,192.0,0.0,No,Feb,2006.0,WD,Normal,230000.0,100.39284155390659,26.0,0.0,3.0,NormNorm,VinylSdVinylSd,975.0,2291.0,TATA
SC60,FV,64.0,8791.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,6.0,5.0,2003.0,2003.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,673.0,Y,216.0,56.0,No,May,2008.0,WD,Normal,207500.0,120.08101851851852,22.0,0.0,3.0,NormNorm,VinylSdVinylSd,864.0,1728.0,TATA
SC20,RL,68.0,8814.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,660.0,Y,123.0,25.0,No,Mar,2009.0,WD,Abnorml,220000.0,137.1571072319202,19.0,1.0,3.0,NormNorm,VinylSdVinylSd,1604.0,1604.0,TATA
SC60,RL,80.0,12435.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,2001.0,2001.0,Gable,CompShg,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,564.0,Y,0.0,25.0,No,May,2008.0,WD,Normal,231500.0,129.18526785714286,24.0,0.0,3.0,NormNorm,VinylSdVinylSd,963.0,1792.0,TATA
SC20,RM,70.0,12702.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,5.0,1956.0,1956.0,Gable,CompShg,None,0.0,TA,TA,PConc,No,No,No,No,No,GasA,Gd,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,308.0,Y,0.0,45.0,No,Dec,2008.0,WD,Normal,97000.0,109.97732426303855,69.0,0.0,1.0,NormNorm,BrkFaceBrkFace,0.0,882.0,TATA
SC80,RL,120.0,9478.5,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,SLvl,6.0,5.0,1962.0,1962.0,Gable,CompShg,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,884.0,Y,0.0,0.0,No,May,2009.0,WD,Normal,176000.0,127.35166425470332,63.0,1.0,1.0,ArteryNorm,Wd SdngWd Sdng,672.0,1382.0,TATA
SC60,RL,69.0,9588.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Ex,10.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,3.0,868.0,Y,0.0,25.0,No,Nov,2007.0,New,Partial,163000.0,63.32556332556332,18.0,0.0,3.0,NormNorm,CemntBdCmentBd,1482.0,2574.0,TATA
SC80,RL,88.0,8471.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,1Fam,SLvl,6.0,7.0,1977.0,1995.0,Gable,CompShg,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,492.0,Y,292.0,12.0,No,Jul,2006.0,WD,Normal,151000.0,124.58745874587459,48.0,1.0,1.0,NormNorm,HdBoardPlywood,506.0,1212.0,TATA
SC50,RM,50.0,5500.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,5.0,7.0,1929.0,2001.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,484.0,Y,0.0,0.0,No,Apr,2010.0,WD,Normal,130000.0,98.78419452887537,96.0,1.0,1.0,NormNorm,Wd SdngWd Sdng,234.0,926.0,TATA
SC30,RM,30.0,5232.0,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,5.0,1925.0,2004.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,504.0,N,0.0,0.0,No,Jun,2008.0,WD,Normal,73000.0,95.54973821989529,100.0,0.0,1.0,ArteryNorm,Wd SdngWd Sdng,680.0,764.0,TATA
SC20,RL,78.0,12090.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6.0,6.0,1981.0,1981.0,Gable,CompShg,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,GasA,TA,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,576.0,Y,276.0,0.0,No,Jun,2008.0,WD,Normal,175500.0,123.41772151898734,44.0,0.0,2.0,NormNorm,MetalSdMetalSd,1194.0,1422.0,TATA
SC60,RL,70.0,11207.0,Pave,None,IR1,HLS,AllPub,FR2,Gtl,Gilbert,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,413.0,Y,95.0,75.0,No,Jun,2006.0,WD,Normal,185000.0,122.43547319655858,28.0,1.0,3.0,NormNorm,VinylSdVinylSd,802.0,1511.0,TATA
SC75,RL,60.0,8400.0,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,1Fam,2.5Fin,5.0,5.0,1939.0,1997.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Detchd,1980.0,Unf,1.0,240.0,Y,262.0,24.0,No,Jul,2008.0,WD,Normal,179500.0,81.88868613138686,86.0,0.0,3.0,NormNorm,Wd SdngWd Sdng,720.0,1772.0,TATA
SC30,RM,71.0,6900.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,5.0,6.0,1940.0,1955.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,2.0,1.0,TA,4.0,Typ,1.0,Gd,Detchd,1980.0,Fin,1.0,924.0,Y,0.0,25.0,No,Feb,2008.0,WD,Normal,120500.0,154.88431876606683,85.0,0.0,1.0,NormNorm,VinylSdVinylSd,615.0,778.0,ExEx
SC20,RL,0.0,7917.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,6.0,7.0,1976.0,1976.0,Hip,CompShg,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,Fa,Attchd,1980.0,RFn,1.0,504.0,Y,370.0,30.0,No,May,2007.0,WD,Normal,148000.0,132.973944294699,49.0,1.0,2.0,NormNorm,HdBoardHdBoard,1143.0,1113.0,TAGd
SC60,FV,84.0,10728.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,480.0,Y,192.0,51.0,No,Aug,2006.0,New,Partial,163000.0,84.06395048994327,19.0,0.0,3.0,NormNorm,VinylSdVinylSd,1095.0,1939.0,TATA
SC20,RL,73.0,9478.5,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,1Fam,1Story,7.0,7.0,1954.0,2005.0,Flat,Membran,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,2.0,1.0,TA,5.0,Mod,2.0,TA,Attchd,1980.0,Unf,2.0,439.0,Y,81.0,0.0,No,Apr,2008.0,WD,Normal,241500.0,177.1826852531181,71.0,1.0,1.0,NormNorm,PlywoodPlywood,322.0,1363.0,TATA
SC60,RL,92.0,11764.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1Fam,2Story,8.0,7.0,1999.0,2007.0,Gable,CompShg,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,671.0,Y,132.0,57.0,No,Apr,2010.0,WD,Normal,163000.0,71.80616740088105,26.0,0.0,3.0,NormNorm,VinylSdVinylSd,1152.0,2270.0,TATA
SC20,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,6.0,1958.0,1988.0,Hip,CompShg,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Min1,1.0,Gd,Attchd,1980.0,RFn,1.0,338.0,Y,289.0,0.0,No,Apr,2009.0,WD,Normal,139000.0,85.17156862745098,67.0,1.0,2.0,FeedrNorm,Wd SdngWd Sdng,620.0,1632.0,TATA
SC20,RL,76.0,8314.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,5.0,7.0,1982.0,1982.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,264.0,Y,168.0,0.0,No,Jun,2007.0,WD,Normal,124500.0,152.5735294117647,43.0,0.0,1.0,NormNorm,HdBoardImStucc,816.0,816.0,TATA
SC50,RL,55.0,7264.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,7.0,7.0,1925.0,2007.0,Gable,CompShg,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,N,SBrkr,3.0,1.0,Ex,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,672.0,Y,74.0,0.0,No,Oct,2009.0,WD,Normal,205000.0,132.42894056847544,100.0,0.0,3.0,NormNorm,Wd SdngWd Sdng,952.0,1548.0,TATA
SC20,RL,129.0,9196.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,573.0,Y,100.0,25.0,No,Apr,2010.0,WD,Normal,201000.0,128.84615384615384,22.0,0.0,2.0,NormNorm,VinylSdVinylSd,476.75,1560.0,TATA
SC20,RL,63.0,9478.5,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,1Story,4.0,5.0,1951.0,1951.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,400.0,Y,0.0,0.0,No,Jun,2010.0,WD,Normal,141000.0,163.19444444444446,74.0,0.0,1.0,NormNorm,VinylSdVinylSd,864.0,864.0,TATA
SC20,RL,107.0,14450.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9.0,5.0,2006.0,2007.0,Gable,CompShg,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,1980.0,Fin,3.0,732.0,Y,124.0,25.0,No,May,2007.0,New,Partial,163000.0,76.85054219707685,19.0,0.0,3.0,NormNorm,CemntBdCmentBd,477.5,1086.5,TATA
SC60,RL,83.0,10005.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,2Story,7.0,5.0,1977.0,1977.0,Hip,CompShg,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,505.0,Y,288.0,25.0,No,Mar,2008.0,WD,Normal,192000.0,94.95548961424332,48.0,0.0,3.0,NormNorm,PlywoodPlywood,1160.0,2022.0,TATA
SC60,RL,82.0,11287.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7.0,6.0,1989.0,1989.0,Gable,CompShg,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,575.0,Y,0.0,84.0,No,Jan,2007.0,WD,Normal,228500.0,115.28758829465187,36.0,0.0,3.0,NormNorm,PlywoodPlywood,807.0,1982.0,TATA
